"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.000197446925669613,33,93,2.39925074353695,"Path:hsa04350 TGF-beta signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04350 "," CREBBP  DCN  E2F5  FBN1  RGMB  ID4  INHBB  RHOA  GDF6  SMAD1  SMAD2  SMAD5  SMAD6  SMAD7  SMAD9  MYC  PITX2  PPP2CA  PPP2CB  RGMA  SMURF2  SKP1  BMP4  BMP6  BMPR2  TGFB3  THSD4  CUL1  CHRD  ACVR1  ACVR2A  NOG  ACVR2B"
0.000748657308127812,48,170,1.90913642052566,"Path:hsa04310 Wnt signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04310 "," CSNK1A1L  CREBBP  CSNK1A1  CSNK2A2  NOTUM  CTNND2  PRICKLE2  DVL3  DAAM1  DAAM2  FRZB  PRICKLE4  APC  RHOA  CCDC88C  MYC  NFATC1  NFATC3  LEF1  RNF43  PPP3CA  PPP3CC  MAPK9  MAPK10  SENP2  RYK  SFRP2  SOX17  SKP1  MAP3K7  TBL1X  TLE1  TLE3  TLE4  WNT5A  WNT6  FZD5  TBL1XR1  CXXC4  WNT5B  CAMK2B  CAMK2D  VANGL1  AXIN1  AXIN2  FZD1  CUL1  RSPO3"
0.00537524948994019,47,181,1.75575506445672,"Path:hsa04360 Axon guidance","http://www.genome.jp/kegg-bin/show_pathway?hsa04360 "," SEMA4B  PAK6  UNC5D  DCC  DPYSL2  EFNB2  EFNB3  FES  NGEF  GNAI1  RHOA  NCK1  NFATC3  PAK3  PIK3CA  PIK3CB  PLXNA1  PLXNB3  SSH1  PPP3CA  PPP3CC  SEMA3G  RGMA  PTK2  SEMA6A  NTN4  ROBO1  ROBO2  RYK  SEMA3F  LRRC4  SHH  SLIT3  BMPR2  SMO  TRPC1  TRPC3  TRPC5  WNT5A  WNT5B  CAMK2B  CAMK2D  UNC5C  UNC5A  PLXNA4  BOC  SRGAP3"
0.00537524948994019,39,143,1.84405222437137,"Path:hsa04550 Signaling pathways regulating pluripotency of stem cells","http://www.genome.jp/kegg-bin/show_pathway?hsa04550 "," PCGF3  DLX5  DVL3  AKT1  FGFR1  FGFR4  ONECUT1  HOXA1  APC  ID4  IGF1R  INHBB  JARID2  SMAD1  SMAD2  SMAD5  SMAD9  MYC  NEUROG1  PIK3CA  PIK3CB  MAPK13  MAP2K1  SKIL  BMP4  BMPR2  WNT5A  WNT6  ZIC3  FZD5  ESX1  WNT5B  AXIN1  AXIN2  FZD1  ACVR1  ACVR2A  ACVR2B  HAND1"
0.00537524948994019,21,60,2.36653368794326,"Path:hsa04978 Mineral absorption","http://www.genome.jp/kegg-bin/show_pathway?hsa04978 "," CLCN2  SLC26A3  ATP1B4  SLC40A1  SLC6A19  MT1A  MT1F  MT1G  MT1M  MT1X  MT2A  ATP1A1  ATP2B1  ATP2B2  ATP2B3  ATP7A  TRPM7  SLC26A6  SLC8A3  SLC34A1  TF"
0.00702783919544847,43,166,1.75147932154149,"Path:hsa04022 cGMP-PKG signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04022 "," GNA13  ADCY1  ADCY5  ADCY9  CNGB1  ADRA1B  ADRA2C  AGTR1  EDNRA  AKT1  ATP1B4  KCNMB3  KCNMB4  GNA12  GNAI1  GNAQ  SLC25A5  IRS1  ITPR1  ITPR3  RHOA  MYLK  PPP1R12A  ATP1A1  NFATC1  NFATC3  ATP2A2  ATP2A3  ATP2B1  ATP2B2  ATP2B3  PDE3A  PPP1CC  PPP3CA  PPP3CC  MAP2K1  SLC8A3  SRF  CACNA1D  CACNA1F  CALM1  PDE5A  IRS2"
0.0129042891714535,37,141,1.77430083999799,"Path:hsa04140 Autophagy-animal","http://www.genome.jp/kegg-bin/show_pathway?hsa04140 "," ATG7  CAMKK2  GABARAP  AKT1  ERN1  MRAS  ATG4B  DAPK2  ATG9B  PIK3R4  HMGB1  IGF1R  IRS1  ITPR1  LAMP1  LAMP2  EIF2AK4  PIK3CA  PIK3CB  PPP2CA  PPP2CB  SUPT20H  PRKCD  MAPK9  MAPK10  MAP2K1  RPTOR  RRAGD  MTMR14  MAP3K7  RAB7A  MAP1LC3B  ULK1  IRS2  CFLAR  MTMR4  RUBCN"
0.0129042891714535,40,157,1.72268148348918,"Path:hsa04390 Hippo signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04390 "," RASSF1  CSNK1D  CTNNA1  AMOT  DLG1  DLG3  DVL3  WWC1  WWTR1  GLI2  APC  BIRC5  GDF6  SMAD1  SMAD2  SMAD7  MYC  LEF1  PPP1CC  PPP2CA  PPP2CB  PPP2R2A  PPP2R2C  PRKCI  SAV1  PALS1  BMP4  BMP6  BMPR2  TGFB3  WNT5A  WNT6  YWHAZ  FZD5  WNT5B  AXIN1  AXIN2  FZD1  LIMD1  LATS1"
0.0188556933230324,55,240,1.54951610520095,"Path:hsa04020 Calcium signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04020 "," TRDN  ADCY1  ADCY9  ADRA1B  AGTR1  EDNRA  EGFR  PTK2B  FGFR1  FGFR4  FLT1  FLT4  GNAQ  GRIN2A  GRM1  SLC25A5  HGF  ITPR1  ITPR3  ASPH  MST1R  MYLK  ATP2A2  ATP2A3  ATP2B1  ATP2B2  NTRK2  NTRK3  ATP2B3  P2RX4  P2RX7  PDE1C  PDGFA  PDGFRB  TPCN1  PPP3CA  PPP3CC  STIM2  RYR3  SLC8A3  TRHR  VEGFA  CACNA1D  CACNA1F  CALM1  CAMK2B  CAMK2D  CASQ2  ORAI1  FGF18  FGF17  CCKAR  CACNA1H  CACNA1G  GNA14"
0.0194585363688805,19,59,2.17744019713908,"Path:hsa04330 Notch signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04330 "," CREBBP  DTX3L  DTX1  DVL3  HEY2  HES1  RBPJ  JAG2  LFNG  DLL4  MAML3  RFNG  ATXN1  TLE1  TLE3  TLE4  NUMB  CIR1  NCOR2"
0.042492974703869,33,132,1.69038120567376,"Path:hsa04728 Dopaminergic synapse","http://www.genome.jp/kegg-bin/show_pathway?hsa04728 "," GNB5  ADCY5  AKT1  FOS  GNAI1  GNAO1  GNAQ  GNB2  GRIA1  GRIA3  GRIN2A  GRIN2B  ITPR1  ITPR3  GNG2  PPP1CC  PPP2CA  PPP2CB  PPP2R2A  PPP2R2C  PPP2R5C  PPP2R5E  PPP3CA  PPP3CC  MAPK9  MAPK10  MAPK13  SCN1A  SLC18A1  CACNA1D  CALM1  CAMK2B  CAMK2D"
0.0486344858390195,25,93,1.8176141996492,"Path:hsa04912 GnRH signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04912 "," ADCY1  MAP3K2  ADCY5  ADCY9  EGFR  EGR1  ELK1  PTK2B  GNAQ  PLA2G4D  ITPR1  ITPR3  MAP3K4  MMP2  PRKCD  MAPK9  MAPK10  MAPK13  MAP2K1  SOS2  CACNA1D  CACNA1F  CALM1  CAMK2B  CAMK2D"
0.0534275528921735,49,221,1.49916161227175,"Path:hsa04024 cAMP signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04024 "," HCN4  ADCY1  CFTR  PDE10A  ADCY5  ADCY9  ADCYAP1R1  CNGB1  CREBBP  CRH  EDNRA  AKT1  ATP1B4  FOS  GLP1R  GNAI1  GRIA1  GRIA3  GRIN2A  GRIN2B  RHOA  AFDN  PPP1R12A  ATP1A1  NFATC1  ATP2A2  ATP2A3  ATP2B1  ATP2B2  ATP2B3  PDE3A  PIK3CA  PIK3CB  PPP1CC  MAPK9  MAPK10  MAP2K1  HHIP  SOX9  SSTR1  SSTR2  SSTR5  TSHR  CACNA1D  CACNA1F  CALM1  CAMK2B  CAMK2D  ORAI1"
0.0546727517481159,17,56,2.05260574974671,"Path:hsa04340 Hedgehog signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04340 "," KIF3A  CSNK1A1L  CSNK1A1  CSNK1D  CSNK1G3  EVC  GLI2  IHH  KIF7  HHATL  HHIP  SHH  SMURF2  SMO  SPOP  CUL3  CUL1"
0.0608987452386288,27,106,1.72227519068647,"Path:hsa04928 Parathyroid hormone synthesis secretion and action","http://www.genome.jp/kegg-bin/show_pathway?hsa04928 "," SLC34A2  GNA13  ADCY1  ADCY5  AKAP13  ADCY9  EGFR  EGR1  FGFR1  FOS  GNA12  GNAI1  GNAQ  ITPR1  ITPR3  RHOA  MMP15  MAP2K1  PTH1R  MMP25  SLC34A1  CASR  RUNX2  TNFSF11  GCM2  KL  CREB5"
0.0974359918243229,34,147,1.56389009504511,"Path:hsa05224 Breast cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05224 "," CDK6  CSNK1A1L  CSNK1A1  DVL3  E2F3  EGFR  AKT1  ESR1  FGFR1  FLT4  HEY2  FOS  APC  HES1  IGF1R  JAG2  MYC  LEF1  PIK3CA  PIK3CB  DLL4  MAP2K1  RB1  SOS2  WNT5A  WNT6  FZD5  WNT5B  AXIN1  AXIN2  FZD1  TNFSF11  FGF18  FGF17"
0.0996985872945102,60,294,1.3799030250398,"Path:hsa04010 MAPK signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04010 "," MAP3K2  CSF1R  DUSP1  DUSP4  EGFR  ELK1  AKT1  MECOM  FGFR1  FGFR4  MRAS  TAB2  MAPK8IP3  FLT1  FLT4  FOS  RPS6KA6  GNA12  PLA2G4D  HGF  HSPA2  IGF1R  IL1RAP  MAX  MAP3K4  MAP3K5  MYC  NFATC1  NFATC3  NTRK2  TAOK3  PDGFA  PDGFRB  MAP3K20  PPM1A  PPP3CA  PPP3CC  CACNA2D3  MAPK9  MAPK10  MAPK13  MAP2K1  RASA2  RPS6KA3  SOS2  SRF  MAP3K7  TGFB3  VEGFA  CACNA1D  CACNA1F  CACNB4  MAPKAPK5  TRADD  FGF18  FGF17  CACNA1H  CACNA1G  CD14  RAPGEF2"
0.0996985872945102,32,137,1.57933426515504,"Path:hsa05135 Yersinia infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05135 "," ACTR3  ARPC2  AKT1  PTK2B  TAB2  FN1  FOS  RPS6KA6  GNAQ  ARF6  RHOA  NFATC1  NFATC3  PIK3CA  PIK3CB  MAPK9  MAPK10  MAPK13  MAP2K1  ACTR3B  PTK2  PXN  RPS6KA3  WIPF3  MAP3K7  WAS  WIPF1  ARHGEF7  SKAP2  WASL  GIT2  ELMO1"
0.10027374363276,52,249,1.41204534449856,"Path:hsa05132 Salmonella infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05132 "," ACTR3  ARPC2  TLR6  NCKAP1  WASF3  AHNAK2  DYNLL2  DYNC1H1  AKT1  TAB2  EXOC7  FOS  SNX33  TAB3  CYFIP2  HSP90AA1  HSP90AB1  TUBB2B  ARF6  KPNA1  KPNA4  RHOA  MYC  MYO6  PAK3  LEF1  RAB9B  SNX9  PFN2  PIK3CA  PIK3CB  PODXL  MAPK9  MAPK10  MAPK13  MAP2K1  ACTR3B  VPS18  RAB5A  SKP1  MAP3K7  HSP90B1  TUBA4A  TUBB2A  RAB7A  CASP8  DCTN5  DYNLL1  TRADD  WASL  CD14  ELMO1"
0.102071048444952,14,47,2.0140712237815,"Path:hsa00514 Other types of O-glycan biosynthesis","http://www.genome.jp/kegg-bin/show_pathway?hsa00514 "," GALNT13  GALNT15  B3GLCT  GALNT1  GALNT3  EOGT  LFNG  GALNTL6  GALNT10  C1GALT1  POGLUT1  RFNG  GXYLT2  OGT"
0.102071048444952,24,97,1.67295459530599,"Path:hsa04713 Circadian entrainment","http://www.genome.jp/kegg-bin/show_pathway?hsa04713 "," ADCY1  ADCY5  ADCY9  ADCYAP1R1  FOS  GNAI1  GNAO1  GNAQ  GNB2  GRIA1  GRIA3  GRIN2A  GRIN2B  ITPR1  ITPR3  GNG2  RYR3  CACNA1D  CALM1  CAMK2B  CAMK2D  PER2  CACNA1H  CACNA1G"
0.102071048444952,35,155,1.52679592770533,"Path:hsa04934 Cushing syndrome","http://www.genome.jp/kegg-bin/show_pathway?hsa04934 "," CDK6  ADCY1  ADCY5  ADCY9  CRH  CYP11B1  AGTR1  DVL3  E2F3  EGFR  AIPL1  GNAI1  GNAQ  APC  ITPR1  ITPR3  PDE11A  LEF1  MAP2K1  RB1  WNT5A  WNT6  CACNA1D  CACNA1F  FZD5  WNT5B  CAMK2B  CAMK2D  AXIN1  AXIN2  FZD1  ORAI1  CACNA1H  CACNA1G  SCARB1"
0.104953906358833,18,67,1.81652905684344,"Path:hsa04720 Long-term potentiation","http://www.genome.jp/kegg-bin/show_pathway?hsa04720 "," ADCY1  CREBBP  RPS6KA6  GNAQ  GRIA1  GRIN2A  GRIN2B  GRM1  ITPR1  ITPR3  PPP1CC  PPP3CA  PPP3CC  MAP2K1  RPS6KA3  CALM1  CAMK2B  CAMK2D"
0.104953906358833,27,114,1.60141377379619,"Path:hsa04724 Glutamatergic synapse","http://www.genome.jp/kegg-bin/show_pathway?hsa04724 "," GNB5  ADCY1  ADCY5  ADCY9  GLS  GNAI1  GNAO1  GNAQ  GNB2  PLA2G4D  GRIA1  GRIA3  GRIK2  GRIN2A  GRIN2B  GRM1  GRM2  GRM3  GRM7  GRM8  ITPR1  ITPR3  GNG2  PPP3CA  PPP3CC  TRPC1  CACNA1D"
0.104953906358833,24,98,1.65588363004776,"Path:hsa04925 Aldosterone synthesis and secretion","http://www.genome.jp/kegg-bin/show_pathway?hsa04925 "," ADCY1  ADCY5  ADCY9  CYP11B2  AGTR1  ATP1B4  GNAQ  ITPR1  ITPR3  ATP1A1  ATP2B1  ATP2B2  ATP2B3  KCNK9  PRKD1  CACNA1D  CACNA1F  CALM1  CAMK2B  CAMK2D  ORAI1  CACNA1H  CACNA1G  SCARB1"
0.113288568493393,32,142,1.52372390370592,"Path:hsa05017 Spinocerebellar ataxia","http://www.genome.jp/kegg-bin/show_pathway?hsa05017 "," PSMD14  AKT1  ERN1  FGF14  GNAQ  GRIA1  GRIA3  GRIN2A  GRIN2B  GRM1  SLC25A5  PIK3R4  RBPJ  ITPR1  ITPR3  MAP3K5  NFYA  ATP2A2  ATP2A3  PIK3CA  PIK3CB  MAPK9  MAPK10  PSMC1  PSMC5  PSMD9  RORA  ATXN1  ATXN2  TRPC3  ULK1  ATXN3L"
