"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
7.53413515849879e-05,75,240,1.76246302686714,"Path:hsa04020 Calcium signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04020 "," ADCY1  ADCY2  CHRM2  ADCY8  ADRB3  DRD5  AGTR1  EGF  EGFR  ERBB4  PTK2B  FGF1  FGF2  FGFR1  FGFR3  VEGFD  P2RX2  FLT1  GNAQ  GRIN2C  SLC25A4  GRM1  HGF  HRH1  ITPR1  ITPR3  MET  ASPH  MST1  MST1R  MYLK  NGF  NOS3  ATP2A3  ATP2B1  ATP2B2  NTRK2  NTRK3  ATP2B3  OXTR  P2RX5  PDE1C  PDGFA  PDGFRB  PHKA2  PLCB2  PLCG2  TPCN1  PPP3CA  PPP3CC  PRKCA  PRKCB  PDGFC  CYSLTR2  BDKRB1  BDKRB2  RYR3  SLC8A3  TACR3  TNNC1  TRHR  VEGFA  CACNA1F  CALM1  ORAI2  FGF23  CAMK4  CAMK2B  CAMK2D  PLCD4  ORAI1  FGF17  CACNA1H  CACNA1G  CD38"
0.000419491950952101,97,354,1.54539130943379,"Path:hsa04151 PI3K-Akt signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04151 "," C8orf44-SGK3  CDKN1A  CHRM2  COL1A1  COL4A1  COL4A5  COL6A3  COL9A1  CREB1  ATF2  CSF1R  EGF  EGFR  EIF4E  EPO  ERBB4  AKT1  FGF1  FGF2  FGFR1  FGFR3  VEGFD  ITGA11  FOXO3  FLT1  PHLPP1  FN1  SGK3  GNB2  GNB3  GNG11  GNGT1  ANGPT2  GRB2  GSK3B  HGF  HSP90AA1  HSP90AB1  IGF1  IL2  IL2RG  IL3  IL4R  IRS1  ITGA3  ITGA4  ITGA9  ITGAV  ITGB4  ITGB8  LAMA2  LAMB1  MDM2  MET  MTCP1  MYB  NFKB1  NGF  NOS3  NTRK2  PDGFA  PDGFRB  PDPK1  PIK3CA  PIK3CB  PIK3CG  PPP2CB  PPP2R2A  PPP2R2B  PPP2R2C  PPP2R3A  PPP2R5C  PPP2R5D  PPP2R5E  PRKCA  PDGFC  PRL  RELN  RPTOR  RBL2  GNB4  CREB3L2  SOS2  THBS1  THBS2  TP53  HSP90B1  VEGFA  YWHAZ  FGF23  TCL1A  FGF17  CCND2  CCND3  EIF4E2  CREB5  MAGI2"
0.000419491950952101,62,200,1.74836332265221,"Path:hsa04510 Focal adhesion","http://www.genome.jp/kegg-bin/show_pathway?hsa04510 "," PAK6  COL1A1  COL4A1  COL4A5  COL6A3  COL9A1  CTNNB1  DIAPH1  EGF  EGFR  ELK1  AKT1  VEGFD  ITGA11  FLNC  FLT1  FN1  FYN  GRB2  GSK3B  MYLPF  HGF  IGF1  ITGA3  ITGA4  ITGA9  ITGAV  ITGB4  ITGB8  LAMA2  LAMB1  ARHGAP5  MET  MYLK  PPP1R12A  PAK2  PAK3  PDGFA  PDGFRB  PDPK1  PIK3CA  PIK3CB  PRKCA  PRKCB  MAPK9  MAPK10  PDGFC  RELN  PXN  MYL7  RAC3  RAP1B  RASGRF1  SOS2  BRAF  THBS1  THBS2  VEGFA  TLN2  ACTN1  CCND2  CCND3"
0.00179330329908598,55,181,1.71377620292054,"Path:hsa04360 Axon guidance","http://www.genome.jp/kegg-bin/show_pathway?hsa04360 "," SEMA4B  PAK6  CFL2  UNC5D  DCC  EFNB1  EFNB2  EPHB4  FES  ABLIM3  FYN  GNAI1  GSK3B  L1CAM  MET  NEO1  NTN3  PAK2  PAK3  PDPK1  PIK3CA  PIK3CB  PLCG2  PLXNA1  PLXNB1  PLXNB3  SSH1  SEMA5B  PPP3CA  PPP3CC  PRKCA  SEMA3G  SEMA6A  PTPN11  RAC3  NTN4  ROBO1  ROBO2  RYK  SEMA3F  LRRC4  SLIT3  SMO  TRPC3  TRPC5  CAMK2B  CAMK2D  ABLIM2  UNC5C  UNC5A  SEMA5A  PLXNA4  SLIT2  SEMA3E  SRGAP3"
0.00183910626744361,63,217,1.6373850056056,"Path:hsa04810 Regulation of actin cytoskeleton","http://www.genome.jp/kegg-bin/show_pathway?hsa04810 "," ARPC4  ARPC1B  ACTR3  ARPC2  ABI2  BAIAP2  ARPC1A  GNA13  PAK6  CFL2  NCKAP1  CHRM2  DIAPH1  DIAPH2  EGF  EGFR  SPATA13  FGF1  FGF2  FGFR1  FGFR3  ITGA11  FN1  GNA12  MYLPF  APC  ITGA3  ITGA4  ITGA9  ITGAE  ITGAV  ARAF  ITGB4  ITGB8  KNG1  MYLK  PPP1R12A  PAK2  PAK3  PDGFA  PDGFRB  PFN1  PIK3CA  PIK3CB  SSH1  PDGFC  ACTR3B  PXN  MYL7  RAC3  BDKRB1  BDKRB2  SOS2  BRAF  FGF23  SCIN  ACTN1  FGF17  IQGAP1  ARHGEF7  WASF1  WASL  ARHGEF6"
0.00186878423585129,34,97,1.97686574559943,"Path:hsa05215 Prostate cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05215 "," CDKN1A  CREB1  CREBBP  CTNNB1  E2F3  EGF  EGFR  AKT1  ETV5  FGFR1  FOXO1  GRB2  GSK3B  HSP90AA1  HSP90AB1  IGF1  AR  ARAF  MDM2  NFKB1  NKX3-1  LEF1  PDGFA  PDGFRB  PDPK1  PIK3CA  PIK3CB  PDGFC  CREB3L2  SOS2  BRAF  TCF7  TP53  HSP90B1"
0.00221767164422727,79,294,1.51547841221773,"Path:hsa04010 MAPK signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04010 "," ATF2  CSF1R  DUSP7  DUSP9  EGF  EGFR  ELK1  ERBB4  AKT1  MECOM  FGF1  FGF2  FGFR1  FGFR3  VEGFD  MAPK8IP3  FLNC  FLT1  CACNG4  RPS6KA6  GNA12  PLA2G4D  ANGPT2  GRB2  HGF  HSPA2  IGF1  IRAK1  ARAF  ARRB2  MAX  MAP3K3  MAP3K4  MAP3K5  MET  NFATC1  NFKB1  NGF  NTRK2  PAK2  TAOK3  PDGFA  PDGFRB  MAP3K20  PPM1A  PPP3CA  PPP3CC  PRKCA  PRKCB  MAPK9  MAPK10  PDGFC  MAP2K5  RAC3  RAP1B  RASA2  RASGRF1  RPS6KA2  SOS2  BRAF  STK3  MAP3K7  TGFBR2  TNFRSF1A  TP53  VEGFA  CACNA1F  CACNA2D1  CACNB4  FGF23  MAPKAPK5  LAMTOR3  FGF17  CACNA1H  CACNA1G  MAP3K13  RPS6KA5  CACNA2D2  RAPGEF2"
0.00221767164422727,51,170,1.69196450579246,"Path:hsa04310 Wnt signaling pathway","http://www.genome.jp/kegg-bin/show_pathway?hsa04310 "," CREBBP  CSNK1A1  NOTUM  CTBP1  CTNNB1  PRICKLE2  DVL2  DVL3  FBXW11  DAAM2  GSK3B  PRICKLE4  APC  RSPO2  PRICKLE3  SMAD3  SMAD4  CCDC88C  NFATC1  LEF1  PLCB2  PPARD  RNF43  PPP3CA  PPP3CC  PRKCA  PRKCB  MAPK9  MAPK10  PSEN1  RAC3  RYK  SOX17  MAP3K7  TBL1X  TCF7  TLE3  TLE4  TP53  WNT6  WNT7A  TBL1XR1  CXXC4  CAMK2B  CAMK2D  AXIN1  AXIN2  FZD1  FZD6  CCND2  CCND3"
0.00221767164422727,87,331,1.48238582078493,"Path:hsa05165 Human papillomavirus infection","http://www.genome.jp/kegg-bin/show_pathway?hsa05165 "," BCAP31  CDKN1A  TADA3  CHD4  COL1A1  COL4A1  COL4A5  COL6A3  COL9A1  CREB1  CREBBP  CSNK1A1  CTNNB1  DLG3  DVL2  DVL3  EGF  EGFR  AKT1  ITGA11  FOXO1  FN1  UBR4  ATP6V0A2  ATP6V0D2  GRB2  GSK3B  HDAC2  APC  RBPJ  ITGA3  ITGA4  ITGA9  ITGAV  ITGB4  ITGB8  TBPL2  LAMA2  LAMB1  LLGL2  MDM2  NFKB1  PDGFRB  ATP6V1B2  ATP6V1C1  PIK3CA  PIK3CB  PKM  ATR  PPP2CB  PPP2R2A  PPP2R2B  PPP2R2C  PPP2R3A  PPP2R5C  PPP2R5D  PPP2R5E  MAML3  RELN  PSEN1  PSMC1  PXN  RBL2  RFNG  PALS1  CREB3L2  SOS2  STAT1  TCF7  THBS1  THBS2  TNFRSF1A  TP53  TRAF3  VEGFA  WNT6  WNT7A  AXIN1  AXIN2  FZD1  FZD6  CASP8  CCND2  CCND3  ATP6V0D1  TBPL1  CREB5"
0.00221767164422727,129,530,1.37272591979388,"Path:hsa05200 Pathways in cancer","http://www.genome.jp/kegg-bin/show_pathway?hsa05200 "," CDKN1A  TFG  GNA13  ADCY1  ADCY2  ADCY5  RASSF1  ADCY8  TXNRD3  COL4A1  COL4A5  CREBBP  CSF1R  CTBP1  CTNNA1  CTNNB1  DCC  AGTR1  DVL2  DVL3  E2F3  EGF  EGFR  ELK1  EPO  AKT1  ESR1  MECOM  FGF1  FGF2  FGFR1  FGFR3  VEGFD  FOXO1  FN1  GLI2  GNA12  GNAI1  GNAQ  GNB2  GNB3  GNG11  GNGT1  GRB2  GSK3B  HDAC2  HGF  HIF1A  APAF1  APC  HSP90AA1  HSP90AB1  IGF1  IL2  IL2RG  IL3  IL4R  AR  ITGA3  ITGAV  ARAF  JAG2  KIF7  KNG1  LAMA2  LAMB1  SMAD2  SMAD3  SMAD4  MAX  MDM2  MET  MGST1  MITF  NFE2L2  NFKB1  NKX3-1  LEF1  PDGFA  PDGFRB  PIK3CA  PIK3CB  PIM1  PLCB2  PLCG2  PLD2  PML  CYCS  DLL4  PPARD  PPARG  PRKCA  PRKCB  MAPK9  MAPK10  RAC3  GNB4  BDKRB1  BDKRB2  HHIP  BMP4  SMO  SOS2  BRAF  BRCA2  STAT1  TCF7  TGFBR2  TP53  HSP90B1  TRAF3  VEGFA  WNT6  WNT7A  CALM1  FGF23  CAMK2B  CAMK2D  AXIN1  AXIN2  FZD1  FZD6  CASP8  RUNX1T1  FGF17  CCND2  CCND3  RPS6KA5  ARNT2"
